data,OLEO3,FUEL3
2025-01-23,20.93,6.63
2025-01-24,20.94,6.87
2025-01-27,21.52,6.78
2025-01-28,21.74,6.75
2025-01-29,21.08,6.6
2025-01-30,20.39,6.28
2025-01-31,20.94,6.19
2025-02-03,20.6,6.03
2025-02-04,20.95,5.87
2025-02-05,20.72,5.05
2025-02-06,20.34,5.14
2025-02-07,20.52,5.18
2025-02-10,20.9,5.13
2025-02-11,21.18,5.01
2025-02-12,21.28,5.12
2025-02-13,21.71,5.0
2025-02-14,21.77,4.86
2025-02-17,22.22,4.61
2025-02-18,22.38,4.81
2025-02-19,22.58,4.75
2025-02-20,23.36,4.87
2025-02-21,23.32,4.94
2025-02-24,22.79,4.74
2025-02-25,22.84,4.77
2025-02-26,21.76,4.8
2025-02-27,22.68,4.95
2025-02-28,23.1,4.94
2025-03-03,22.77,4.96
2025-03-04,23.58,4.91
2025-03-05,25.31,4.93
2025-03-06,24.9,4.95
2025-03-07,24.58,4.91
2025-03-10,25.01,5.08
2025-03-11,23.83,4.99
2025-03-12,24.98,5.38
2025-03-13,24.7,5.41
2025-03-14,24.59,5.17
2025-03-17,24.71,5.05
2025-03-18,24.53,5.13
2025-03-19,24.03,5.17
2025-03-20,24.02,5.16
2025-03-21,24.52,5.1
2025-03-24,24.15,5.27
2025-03-25,24.17,5.23
2025-03-26,23.6,5.15
2025-03-27,23.58,5.25
2025-03-28,23.49,5.03
2025-03-31,23.44,4.96
2025-04-01,23.4,4.96
2025-04-02,23.33,4.84
2025-04-03,22.87,5.15
2025-04-04,21.9,5.15
2025-04-07,22.09,4.96
2025-04-08,21.73,4.94
2025-04-09,21.62,4.91
2025-04-10,20.43,4.81
2025-04-11,20.49,4.91
2025-04-14,20.01,5.01
2025-04-15,20.69,5.01
2025-04-16,20.95,5.09
2025-04-17,21.85,5.44
2025-04-18,21.2,5.48
2025-04-21,20.87,5.45
2025-04-22,21.04,5.48
2025-04-23,21.63,5.58
2025-04-24,21.42,5.72
2025-04-25,21.59,5.93
2025-04-28,21.25,6.03
2025-04-29,20.86,6.29
2025-04-30,20.19,6.46
2025-05-01,21.02,6.77
2025-05-02,20.57,6.38
2025-05-05,20.11,6.3
2025-05-06,19.79,6.34
2025-05-07,19.46,6.18
2025-05-08,19.63,6.17
2025-05-09,18.93,6.16
2025-05-12,18.41,6.48
2025-05-13,17.67,6.32
2025-05-14,17.63,6.24
2025-05-15,17.39,6.28
2025-05-16,16.6,6.08
2025-05-19,16.06,6.25
2025-05-20,16.0,6.2
2025-05-21,16.3,6.25
2025-05-22,16.51,5.92
2025-05-23,16.77,5.9
2025-05-26,16.92,5.8
2025-05-27,16.62,5.97
2025-05-28,16.5,5.75
2025-05-29,16.65,5.81
2025-05-30,16.3,5.94
2025-06-02,16.38,5.99
2025-06-03,17.1,6.03
2025-06-04,16.78,6.13
2025-06-05,17.27,6.17
2025-06-06,16.8,6.14
2025-06-09,17.06,6.03
2025-06-10,16.36,5.89
2025-06-11,15.77,6.17
2025-06-12,16.05,6.03
2025-06-13,16.71,6.38
2025-06-16,16.97,6.42
2025-06-17,17.2,6.81
2025-06-18,17.72,6.94
2025-06-19,18.16,6.97
2025-06-20,18.21,7.18
2025-06-23,18.4,7.53
2025-06-24,18.52,7.91
2025-06-25,18.76,7.87
2025-06-26,19.01,8.42
2025-06-27,18.6,8.22
2025-06-30,18.85,7.97
2025-07-01,18.86,8.08
2025-07-02,18.55,8.06
2025-07-03,18.92,8.0
2025-07-04,19.73,8.25
2025-07-07,20.09,8.14
2025-07-08,20.67,7.95
2025-07-09,19.8,7.67
2025-07-10,20.41,8.0
2025-07-11,20.36,7.9
2025-07-14,19.57,7.7
2025-07-15,20.02,7.82
2025-07-16,20.73,7.72
2025-07-17,20.72,7.93
2025-07-18,21.16,8.06
2025-07-21,20.61,8.05
2025-07-22,19.94,7.96
2025-07-23,19.6,8.0
2025-07-24,18.96,8.29
2025-07-25,19.76,8.38
2025-07-28,19.68,8.62
2025-07-29,19.24,9.02
2025-07-30,18.63,8.84
2025-07-31,18.51,9.07
2025-08-01,18.24,8.68
2025-08-04,17.37,8.85
2025-08-05,17.08,9.24
2025-08-06,17.56,9.56
2025-08-07,17.91,9.33
2025-08-08,18.5,9.47
2025-08-11,19.03,9.53
2025-08-12,19.18,9.76
2025-08-13,18.65,9.93
2025-08-14,18.93,9.92
2025-08-15,18.94,9.98
2025-08-18,19.07,10.27
2025-08-19,20.13,10.73
2025-08-20,20.56,10.72
2025-08-21,21.6,10.6
2025-08-22,21.26,10.43
2025-08-25,20.82,10.47
2025-08-26,20.89,10.64
2025-08-27,21.31,10.6
2025-08-28,21.46,10.78
2025-08-29,21.7,11.35
2025-09-01,22.77,11.48
2025-09-02,23.02,11.59
2025-09-03,22.7,12.15
2025-09-04,22.66,12.2
2025-09-05,23.52,12.25
2025-09-08,23.64,12.26
2025-09-09,23.67,12.43
2025-09-10,22.76,12.25
2025-09-11,23.44,12.62
2025-09-12,23.56,12.13
2025-09-15,24.86,11.79
2025-09-16,25.45,11.77
2025-09-17,26.69,12.49
2025-09-18,26.06,12.57
2025-09-19,25.92,12.99
2025-09-22,25.61,12.23
2025-09-23,26.67,12.38
2025-09-24,27.12,12.43
2025-09-25,27.18,12.44
2025-09-26,27.1,12.29
2025-09-29,27.86,11.89
2025-09-30,27.18,11.73
2025-10-01,26.48,10.92
2025-10-02,26.1,10.67
2025-10-03,25.59,10.23
2025-10-06,25.57,10.57
2025-10-07,24.58,10.2
2025-10-08,24.25,10.35
2025-10-09,24.97,10.65
2025-10-10,26.37,10.42
2025-10-13,25.6,10.08
2025-10-14,26.05,10.08
2025-10-15,26.55,10.39
2025-10-16,25.99,10.44
2025-10-17,25.94,10.41
2025-10-20,26.35,11.42
2025-10-21,26.16,11.51
2025-10-22,26.11,11.48
2025-10-23,26.64,11.78
2025-10-24,25.77,11.96
2025-10-27,26.06,12.33
2025-10-28,25.49,11.74
2025-10-29,26.48,11.72
2025-10-30,27.05,12.01
2025-10-31,27.73,11.74
2025-11-03,27.36,12.04
2025-11-04,27.93,12.25
2025-11-05,27.01,12.45
2025-11-06,26.61,12.07
2025-11-07,26.36,11.61
2025-11-10,26.51,11.24
2025-11-11,26.21,10.99
2025-11-12,25.83,11.15
2025-11-13,26.85,11.01
2025-11-14,27.5,10.83
2025-11-17,28.46,10.09
2025-11-18,29.96,9.66
2025-11-19,28.4,9.64
2025-11-20,28.27,9.08
2025-11-21,29.58,9.05
2025-11-24,30.67,9.05
2025-11-25,31.41,9.6
2025-11-26,30.69,9.43
2025-11-27,30.42,9.89
2025-11-28,30.35,10.28
2025-12-01,31.25,10.27
2025-12-02,30.6,10.11
2025-12-03,30.78,9.95
2025-12-04,29.48,9.66
2025-12-05,29.45,9.45
2025-12-08,29.27,9.46
2025-12-09,28.36,9.83
2025-12-10,30.06,9.35
2025-12-11,30.12,9.35
2025-12-12,32.33,9.54
2025-12-15,33.44,9.33
2025-12-16,33.2,9.22
2025-12-17,33.58,8.89
2025-12-18,32.74,8.84
2025-12-19,32.59,8.55
2025-12-22,33.04,8.61
2025-12-23,33.33,8.61
2025-12-24,34.02,8.54
2025-12-25,34.58,8.3
2025-12-26,36.08,8.18
2025-12-29,36.8,7.93
2025-12-30,37.82,8.1
2025-12-31,38.67,7.74
2026-01-01,39.41,7.91
2026-01-02,38.65,8.12
2026-01-05,38.17,8.28
2026-01-06,37.68,7.97
2026-01-07,38.59,7.81
2026-01-08,39.61,7.96
2026-01-09,37.3,7.99
2026-01-12,37.34,7.51
2026-01-13,38.01,7.6
2026-01-14,38.8,7.82
2026-01-15,39.57,7.93
2026-01-16,41.51,8.05
2026-01-19,42.38,7.99
2026-01-20,40.05,8.23
2026-01-21,39.28,8.17
2026-01-22,36.28,8.05
2026-01-23,35.8,8.47
2026-01-26,37.49,9.01
2026-01-27,36.72,8.98
2026-01-28,36.42,8.94
2026-01-29,36.47,8.78
2026-01-30,39.02,8.73
2026-02-02,38.79,9.13
2026-02-03,39.61,9.23
2026-02-04,40.08,8.91
2026-02-05,39.68,8.33
2026-02-06,38.87,8.83
2026-02-09,38.36,8.65
2026-02-10,38.09,8.19
2026-02-11,36.47,8.39
2026-02-12,36.04,8.33
2026-02-13,34.85,8.5
2026-02-16,34.41,8.59
2026-02-17,33.33,8.33
2026-02-18,33.43,8.07
2026-02-19,32.79,8.13
2026-02-20,34.31,7.76
2026-02-23,33.64,7.8
2026-02-24,33.13,8.01
2026-02-25,33.66,8.18
2026-02-26,35.17,8.16
2026-02-27,35.49,7.68
2026-03-02,35.7,7.58
2026-03-03,36.18,7.67
2026-03-04,36.27,7.91
2026-03-05,35.84,7.53
2026-03-06,36.64,7.62
2026-03-09,35.73,7.83
2026-03-10,35.46,8.14
2026-03-11,34.36,8.17
2026-03-12,32.61,8.11
2026-03-13,33.24,8.26
2026-03-16,33.15,8.49
2026-03-17,32.97,8.14
2026-03-18,33.51,7.66
2026-03-19,33.1,7.85
2026-03-20,32.43,7.8
2026-03-23,32.7,7.91
2026-03-24,32.71,8.02
2026-03-25,30.96,8.01
2026-03-26,32.19,8.41
2026-03-27,34.18,8.46
2026-03-30,34.11,8.4
2026-03-31,33.64,8.4
2026-04-01,33.17,7.85
2026-04-02,33.07,7.93
2026-04-03,33.69,7.82
2026-04-06,34.15,7.88
2026-04-07,33.24,7.92
2026-04-08,32.32,7.63
2026-04-09,34.67,7.87
2026-04-10,33.84,8.37
2026-04-13,34.88,8.99
2026-04-14,33.95,8.96
2026-04-15,34.56,8.77
2026-04-16,35.84,9.18
2026-04-17,36.68,9.07
2026-04-20,38.66,9.21
2026-04-21,38.32,8.9
2026-04-22,39.73,9.29
2026-04-23,41.21,9.76
2026-04-24,39.99,9.94
2026-04-27,41.46,9.81
2026-04-28,41.44,9.96
2026-04-29,40.94,9.57
2026-04-30,40.95,9.06
2026-05-01,41.85,9.26
2026-05-04,42.63,9.59
2026-05-05,43.88,9.58
2026-05-06,42.7,9.24
2026-05-07,41.16,9.26
2026-05-08,42.27,9.18
2026-05-11,43.3,9.75
2026-05-12,43.77,9.62
2026-05-13,42.64,9.44
2026-05-14,44.55,9.66
2026-05-15,44.18,9.64
2026-05-18,43.17,9.37
2026-05-19,43.76,9.16
2026-05-20,44.15,9.31
2026-05-21,41.44,9.58
2026-05-22,42.19,9.83
2026-05-25,41.76,9.91
2026-05-26,42.69,10.05
2026-05-27,43.76,9.56
2026-05-28,44.22,10.1
2026-05-29,45.33,9.58
2026-06-01,46.65,9.78
2026-06-02,46.25,10.32
2026-06-03,46.51,10.09
2026-06-04,45.48,9.82
2026-06-05,45.14,9.37
2026-06-08,44.45,9.34
2026-06-09,43.88,9.39
2026-06-10,45.01,9.89
2026-06-11,46.98,10.34
2026-06-12,45.88,10.06
2026-06-15,45.96,10.22
2026-06-16,45.83,10.61
2026-06-17,45.24,11.35
2026-06-18,44.43,11.48
2026-06-19,45.22,11.7
2026-06-22,46.2,11.52
2026-06-23,45.2,11.11
2026-06-24,42.65,11.43
2026-06-25,42.15,11.52
2026-06-26,40.49,11.79
2026-06-29,41.23,11.84
2026-06-30,42.29,11.4
